id,ime,tema,podtema,leto,st_setov,novo,rabljeno
njo356,Shark Army Thug - Large Knee Plates,The LEGO NINJAGO Movie,General,2017,2,1.84,1.38
njo357,Officer Toque,The LEGO NINJAGO Movie,General,2017,1,1.99,1.34
njo358,Ham,The LEGO NINJAGO Movie,General,2017,1,2.29,1.76
njo359,Jelly - Dark Red Beard,The LEGO NINJAGO Movie,General,2017,1,3.69,2.86
njo360,"Kai - The LEGO Ninjago Movie, Hair, Pearl Dark Gray Scabbard",The LEGO NINJAGO Movie,General,2017,2,2.24,1.65
njo361,"Shark Army Great White - Scuba Suit, Air Tanks",The LEGO NINJAGO Movie,General,2017,2,4.12,2.47
njo362,Shark Army Great White - Scuba Suit,The LEGO NINJAGO Movie,General,2017,1,3.6,2.24
njo363,Cole - The LEGO Ninjago Movie,The LEGO NINJAGO Movie,General,2017,1,4.01,2.35
njo364,"Lord Garmadon - The LEGO Ninjago Movie, Armor",The LEGO NINJAGO Movie,General,2017,4,8.61,5.61
njo365,Takuma,The LEGO NINJAGO Movie,General,2017,1,2.84,2.52
njo366,"Hammer Head - Dark Red Beard, Small Knee Plates",The LEGO NINJAGO Movie,General,2017,1,3.56,2.82
njo367,Jelly - Black Goatee,The LEGO NINJAGO Movie,General,2017,1,3.21,2.67
njo368,Angler,The LEGO NINJAGO Movie,General,2017,1,22.33,18.9
njo369,Crusty,The LEGO NINJAGO Movie,General,2017,1,5.71,4.24
njo370,Ed Walker,The LEGO NINJAGO Movie,General,2017,1,6.44,4.36
njo371,Edna Walker,The LEGO NINJAGO Movie,General,2017,1,5.94,4.18
njo372,Patty Keys,The LEGO NINJAGO Movie,General,2017,1,3.82,3.29
njo373,Torben,The LEGO NINJAGO Movie,General,2017,1,2.88,4.31
njo374,Lloyd Garmadon,The LEGO NINJAGO Movie,General,2017,1,5.7,3.71
njo375,Nindroid - Black Wrap,NINJAGO,Day of the Departed,2017,1,4.35,2.82
njo376,Shen-Li,The LEGO NINJAGO Movie,General,2017,1,3.03,2.31
njo377,Four Eyes,The LEGO NINJAGO Movie,General,2017,1,6.33,4.24
njo378,"Hammer Head - Fu Manchu, Large Knee Plates",The LEGO NINJAGO Movie,General,2017,1,5.38,4.1
njo379,Mike the Spike,The LEGO NINJAGO Movie,General,2017,1,2.29,2.64
njo380,"Shark Army Thug - Tank Top, Large Knee Plates",The LEGO NINJAGO Movie,General,2017,2,1.76,1.5
njo381,General #1,The LEGO NINJAGO Movie,General,2017,1,4.98,3.29
njo382,Lord Garmadon (Resurrected) - Sons of Garmadon / Hunted,NINJAGO,General,2018,2,22.27,20.65
njo383,Harumi - Sons of Garmadon,NINJAGO,Sons of Garmadon,2018,1,27.34,22.25
njo384,Hutchins,NINJAGO,Sons of Garmadon,2018,1,4.4,3.44
njo385,Mr. E - Biker Vest with Number 103,NINJAGO,Sons of Garmadon,2018,2,14.66,9.46
njo386,Cole - Sons of Garmadon with Scabbard,NINJAGO,Sons of Garmadon,2018,1,4.75,3.33
njo387,Lloyd - Sons of Garmadon,NINJAGO,Sons of Garmadon,2018,1,6.08,4.63
njo388,Chopper Maroon,NINJAGO,Sons of Garmadon,2018,1,3.47,2.2
njo389,Jay - Sons of Garmadon,NINJAGO,Sons of Garmadon,2018,1,24.7,14.83
njo390,"Samurai X (Pixal / P.I.X.A.L.) - Sons of Garmadon / Hunted, Large Horns",NINJAGO,General,2018,3,3.93,3.21
njo391,Kai - Sons of Garmadon,NINJAGO,Sons of Garmadon,2018,1,4.92,2.69
njo391a,Kai - Sons of Garmadon (without Asian Symbol on Wrap),NINJAGO,Sons of Garmadon,2018,1,2.69,2.07
njo392,Luke Cunningham,NINJAGO,Sons of Garmadon,2018,1,3.85,2.22
njo393,Zane - Sons of Garmadon,NINJAGO,Sons of Garmadon,2018,1,6.26,3.83
njo394,Nails,NINJAGO,Sons of Garmadon,2018,1,3.55,2.47
njo395,Skip Vicious,NINJAGO,Sons of Garmadon,2018,1,2.87,2.43
njo396,Zane (Snake Jaguar Disguise) - Sons of Garmadon,NINJAGO,Sons of Garmadon,2018,1,4.25,4.0
njo397,Ultra Violet (Oni Mask of Hatred),NINJAGO,Sons of Garmadon,2018,1,20.49,15.95
njo398,"Nya - Sons of Garmadon, Skirt",NINJAGO,Sons of Garmadon,2018,1,13.79,6.39
njo399,Chopper Maroon (Helmet and Shoulder Pads),NINJAGO,Sons of Garmadon,2018,1,3.92,3.0
njo400,Ultra Violet,NINJAGO,Sons of Garmadon,2018,1,10.45,6.84
njo401,"Lloyd - Sons of Garmadon, No Scabbard",NINJAGO,Sons of Garmadon,2018,1,6.11,3.32
njo402,Killow,NINJAGO,Sons of Garmadon,2018,1,68.6,57.54
njo403,Lloyd (Spinjitzu Masters) - Sons of Garmadon,NINJAGO,Sons of Garmadon / Spinjitzu Masters,2018,1,4.49,3.2
njo404,Nya (Spinjitzu Masters) - Sons of Garmadon,NINJAGO,Sons of Garmadon / Spinjitzu Masters,2018,1,6.53,4.8
njo405,Zane (Spinjitzu Masters) - Sons of Garmadon,NINJAGO,Sons of Garmadon / Spinjitzu Masters,2018,1,7.43,3.57
njo406,Kai (Spinjitzu Masters) - Sons of Garmadon,NINJAGO,Sons of Garmadon / Spinjitzu Masters,2018,1,8.2,3.81
njo407,Jay (Spinjitzu Masters) - Sons of Garmadon,NINJAGO,Sons of Garmadon / Spinjitzu Masters,2018,1,7.82,4.66
njo408,Cole (Spinjitzu Masters) - Sons of Garmadon,NINJAGO,Sons of Garmadon / Spinjitzu Masters,2018,1,5.67,3.69
njo409,Pat,The LEGO NINJAGO Movie,General,2017,1,3.94,2.93
njo410,"Zane - Sons of Garmadon, Scabbard",NINJAGO,Sons of Garmadon,2018,1,4.83,4.13
njo411,"Ray, Conical Hat",The LEGO NINJAGO Movie,General,2017,1,3.84,2.5
njo412,Misako (Koko) (Lady Iron Dragon) - The LEGO Ninjago Movie,The LEGO NINJAGO Movie,General,2017,2,6.78,6.14
njo413,Steve,The LEGO NINJAGO Movie,General,2017,1,6.7,4.79
njo414,Sons of Garmadon Biker,NINJAGO,Sons of Garmadon,2018,1,2.04,1.64
njo415,Nancy,The LEGO NINJAGO Movie,General,2017,1,22.22,16.48
njo416,Nomis,The LEGO NINJAGO Movie,General,2017,1,20.3,10.77
njo417,Neuro,NINJAGO,(Other),2017,1,45.07,41.59
njo418,Nindroid White,NINJAGO,(Other),2017,1,47.76,39.07
njo419,Krux (Young),NINJAGO,(Other),2017,1,22.31,23.08
njo420,Kai (Golden Power),NINJAGO,(Other),2017,1,40.93,31.01
njo421,Fred Finley,The LEGO NINJAGO Movie,General,2017,1,2.64,2.3
njo422,Crusher,The LEGO NINJAGO Movie,General,2017,1,5.06,3.33
njo423,Zane - White Wu-Cru Training Gi,NINJAGO,(Other),2018,1,10.41,5.77
njo424,Lloyd - Black Wu-Cru Training Gi,NINJAGO,(Other),2018,2,2.72,2.42
njo425,"Lloyd - Black Wu-Cru Training Gi, Head Wrap",NINJAGO,Sons of Garmadon,2018,1,2.29,1.62
njo426,Lloyd - Kendo,The LEGO NINJAGO Movie,General,2017,1,2.99,3.05
njo427,Sawyer,NINJAGO,Sons of Garmadon,2018,1,2.72,2.59
njo429,"Lloyd - White Wu-Cru Training Gi, Tousled Hair",NINJAGO,(Other),2018,1,3.3,2.46
njo430,"Nya - White Wu-Cru Training Gi, Black Bob Cut Hair",NINJAGO,(Other),2018,1,2.69,2.08
njo431,Scooter,NINJAGO,Sons of Garmadon,2018,1,2.24,2.31
njo432,"Lloyd - The LEGO Ninjago Movie, No Arm Printing",The LEGO NINJAGO Movie,General,2017,2,4.25,2.18
njo433,Nya - Black Wu-Cru Training Gi,NINJAGO,Sons of Garmadon,2018,1,2.55,2.17
njo434,Betsy,The LEGO NINJAGO Movie,General,2018,1,3.1,1.76
njo435,Chad,The LEGO NINJAGO Movie,General,2018,1,3.31,2.24
njo436,"Cole, Equalizer Bars",The LEGO NINJAGO Movie,General,2018,1,3.59,3.44
njo437,Mystake,The LEGO NINJAGO Movie,General,2018,1,3.49,3.11
njo438,Lil' Nelson - The LEGO Ninjago Movie,The LEGO NINJAGO Movie,General,2018,1,2.78,3.13
njo439,Private Puffer,The LEGO NINJAGO Movie,General,2018,1,4.63,2.49
njo440,Runje,The LEGO NINJAGO Movie,General,2018,1,3.01,3.61
njo441,Chan Kong-Sang,The LEGO NINJAGO Movie,General,2018,1,3.04,2.52
njo442,Runme,The LEGO NINJAGO Movie,General,2018,1,3.41,2.23
njo443,Runde,The LEGO NINJAGO Movie,General,2018,1,3.96,2.88
njo444,Dareth,The LEGO NINJAGO Movie,General,2018,1,3.9,2.82
njo445,Buffer,NINJAGO,Sons of Garmadon,2018,1,2.28,1.79
njo446,"Baby - White Body with Yellow Hands, Head with Neck",The LEGO NINJAGO Movie,General,2018,4,3.12,3.98
njo447,Cole - Top Knot,NINJAGO,(Other),2018,1,10.34,3.81
njo448,Jay - Dark Brown Hair,NINJAGO,(Other),2018,1,10.44,5.01
njo449,Cole (Dragon Masters) - Hunted,NINJAGO,Hunted / Dragon Masters,2018,1,8.11,7.2
njo450,"Wu Sensei, Golden Dragon Master",NINJAGO,Hunted / Dragon Masters,2018,1,17.75,7.53
njo451,Jay (Dragon Masters) - Hunted,NINJAGO,Hunted / Dragon Masters,2018,1,9.88,7.86
njo452,Kai (Dragon Masters) - Hunted,NINJAGO,Hunted / Dragon Masters,2018,1,8.97,5.84
njo453,Zane (Dragon Masters) - Hunted,NINJAGO,Hunted / Dragon Masters,2018,1,8.02,6.59
njo454,"Droid, Training",NINJAGO,Skybound,2016,1,2.51,3.68
njo455,Cole - Sons of Garmadon,NINJAGO,Sons of Garmadon,2018,1,2.05,1.93
njo456,Wu Sensei (Dragon Master) - Hunted,NINJAGO,Hunted,2018,1,15.45,19.9
njo457,"Kai - Hunted, Flat Silver Side-Scabbard",NINJAGO,Hunted,2018,1,3.85,3.2
njo458,Zane - Hunted,NINJAGO,Hunted,2018,3,3.59,2.47
njo459,Jay with Armor - Hunted,NINJAGO,Hunted,2018,3,3.47,2.56
njo460,"Cole - Hunted, Orange Asian Symbol on Bandana",NINJAGO,Hunted,2018,1,3.61,3.69
njo461,Arkade,NINJAGO,Hunted,2018,1,5.38,5.9
njo462,Heavy Metal (Faith),NINJAGO,Hunted,2018,3,4.05,3.01
njo463,Chew Toy,NINJAGO,Hunted,2018,2,3.83,3.16
njo464,Iron Baron,NINJAGO,Hunted,2018,3,4.08,3.25
njo465,Skullbreaker,NINJAGO,Hunted,2018,1,3.85,3.23
njo466,Muzzle,NINJAGO,Hunted,2018,3,3.63,2.45
njo467,Wu Teen (Sensei Wu) (Dragon Hunter Disguise),NINJAGO,Hunted,2018,2,4.97,3.63
njo468,Daddy No Legs,NINJAGO,Hunted,2018,1,6.77,5.57
njo468a,Daddy No Legs - Black Round Tiles,NINJAGO,Hunted,2019,1,3.53,3.66
njo469,"Kai - Hunted, No Side-Scabbard",NINJAGO,Hunted,2018,1,3.83,2.28
njo470,Jet Jack,NINJAGO,Hunted,2018,2,2.95,2.51
njo472,"Cole - Hunted, Gold Asian Symbol on Bandana",NINJAGO,Hunted,2018,1,3.98,2.62
njo473,"Kai - Hunted, Pearl Dark Gray Side-Scabbard",NINJAGO,Hunted,2018,1,3.68,2.47
njo474,Lloyd - Hunted,NINJAGO,Hunted,2018,1,3.04,2.34
njo475,"Nya - Hunted, Crooked Smile / Scowl",NINJAGO,Hunted,2018,1,3.56,2.6
njo475b,"Nya - Hunted, Crooked Smile / Open Mouth Smile, Plain Wrap",NINJAGO,Hunted,2019,1,2.68,2.22
njo476,Harumi - Hunted,NINJAGO,Hunted,2018,2,7.6,4.02
njo477,Skylor - Hunted,NINJAGO,Hunted,2018,1,8.29,3.9
njo478,Jet Jack - Claw Marks,NINJAGO,Hunted,2018,1,2.84,2.03
njo479,Talon with Backpack,NINJAGO,Hunted,2018,1,4.27,3.11
njo481,"Lloyd - Hunted, Green Wrap and Neck Bracket",NINJAGO,Hunted,2018,1,7.02,6.56
njo482,Nya - Hunted,NINJAGO,Hunted,2018,1,6.22,4.37
njo483,Mohawk,NINJAGO,Sons of Garmadon,2018,1,8.42,7.78
njo484,Harumi - Oni Mask of Hatred,NINJAGO,Sons of Garmadon,2018,1,24.51,24.76
njo485,Nya - Kabuki,NINJAGO,(Other),2018,1,29.31,23.44
njo486,Jay Future,NINJAGO,(Other),2018,1,10.36,10.92
njo487,Nitro,NINJAGO,Hunted,2018,1,3.59,3.05
njo488,Dragon Hunter with Dark Brown Hat,NINJAGO,Hunted,2018,1,2.66,2.35
njo489,Jay - Legacy,NINJAGO,Legacy,2019,8,2.7,1.96
njo490,"Lloyd - Legacy, Dark Green Sash",NINJAGO,Legacy,2019,4,4.02,3.0
njo491,Nya - Legacy,NINJAGO,Legacy,2019,4,3.4,2.1
njo492,Kai - Legacy,NINJAGO,Legacy,2019,13,1.88,1.41
njo493,Cole - Legacy,NINJAGO,Legacy,2019,5,3.22,2.49
njo494,Zane - Legacy,NINJAGO,Legacy,2019,4,3.3,2.09
njo495,Wu Sensei - Legacy,NINJAGO,Legacy,2019,9,3.06,2.3
njo496,"Wyplash - Blue Sash, Shoulder Pads",NINJAGO,Legacy,2019,1,2.82,2.54
njo497,Lasha,NINJAGO,Legacy,2019,8,2.57,1.95
njo498,Spitta,NINJAGO,General,2019,2,5.46,3.35
njo499,Lloyd (Golden Ninja) - Legacy,NINJAGO,Legacy,2019,1,6.19,3.84
njo500,"Stone Army Scout, Green Face",NINJAGO,Legacy,2019,1,2.81,2.04
njo501,"Overlord - Legacy, 4 Arms",NINJAGO,Legacy,2019,2,7.65,6.68
njo502,Samurai X (Nya) - Legacy,NINJAGO,Legacy,2019,1,3.85,2.56
njo503,Nuckal - Shoulder Pads,NINJAGO,Legacy,2019,1,3.34,2.31
njo504,Kruncha - Helmet,NINJAGO,Legacy,2019,1,3.23,2.03
njo505,"Lord Garmadon - Legacy, Tall",NINJAGO,Legacy,2019,4,4.93,4.64
njo506,Pythor Chumsworth - Purple with Lavender,NINJAGO,Legacy,2019,2,18.14,11.76
njo507,"Stone Army Scout, Yellow Face",NINJAGO,Legacy,2019,2,3.07,3.02
njo508,"Stone Army Warrior, Green Face",NINJAGO,Legacy,2019,1,8.16,5.39
njo509,Jay - Hunted,NINJAGO,Hunted,2019,1,2.59,2.1
njo510,Oni Villain - Short Legs,NINJAGO,March of the Oni,2019,1,4.91,4.87
njo511,Oni Villain - Armor,NINJAGO,March of the Oni,2019,1,6.05,4.93
njo512,Oni Villain - Scabbard,NINJAGO,March of the Oni,2019,1,21.15,24.34
njo513,"Kai - Legacy, Sons of Garmadon Robe",NINJAGO,Legacy,2019,2,1.85,1.31
njo514,"Lloyd - Legacy, Sons of Garmadon Robe",NINJAGO,Legacy,2019,1,3.52,2.78
njo515,Heavy Metal (Faith) - Hair,NINJAGO,Hunted,2019,1,2.81,2.65
njo516,"Lloyd - Hunted, Green Wrap (without Asian Symbol on Wrap)",NINJAGO,Hunted,2019,1,2.98,2.43
njo517,"Lloyd - Secrets of the Forbidden Spinjitzu, Hair",NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,3.54,2.39
njo518,Blizzard Warrior / Samurai,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,3,4.64,2.84
njo519,Lloyd FS,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,5.41,4.6
njo521,Akita,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,45.39,37.39
njo522,Zane Ice Emperor,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,2,7.28,5.74
njo523,General Vex,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,3,5.33,3.84
njo524,Blizzard Archer,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,2,3.68,3.12
njo525,Blizzard Sword Master,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,2,5.55,4.14
njo526,"Kai - Secrets of the Forbidden Spinjitzu, Legacy Robe",NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,2.76,2.31
njo527,Clutch Powers - Secrets of the Forbidden Spinjitzu,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,5.07,4.46
njo528,Blizzard Archer - Trans-Light Blue Horns,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,4.88,4.06
njo529,Pyro Destroyer,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,4,4.49,3.36
njo530,Kai FS (Spinjitzu Slam),NINJAGO,Secrets of the Forbidden Spinjitzu,2019,2,3.15,3.34
njo531,Kai - Secrets of the Forbidden Spinjitzu,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,3,3.55,2.6
njo532,Cole - Secrets of the Forbidden Spinjitzu,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,3,3.71,2.75
njo533,Lloyd FS (Spinjitzu Slam),NINJAGO,Secrets of the Forbidden Spinjitzu,2019,2,3.24,2.89
njo534,Jay FS (Spinjitzu Slam),NINJAGO,Secrets of the Forbidden Spinjitzu,2019,2,3.42,2.77
njo535,Zane FS (Spinjitzu Slam),NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,7.34,5.03
njo536,Jay FS,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,4.62,3.32
njo537,Zane - Secrets of the Forbidden Spinjitzu,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,8.53,5.51
njo538,Kai FS,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,4.2,3.41
njo539,Pyro Slayer,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,2,4.17,3.4
njo540,Aspheera,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,2,12.35,8.51
njo541,Char,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,2,12.71,11.4
njo542,Nya FS,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,6.62,4.96
njo543,Pyro Whipper with Armor Shoulder Pads,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,7.58,5.51
njo544,Lloyd - Secrets of the Forbidden Spinjitzu,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,22.92,21.07
njo545,Zane FS,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,7.0,4.86
njo546,Cole FS,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,8.43,6.76
njo547,Nya - Secrets of the Forbidden Spinjitzu,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,2,5.41,3.81
njo548,Jay - Secrets of the Forbidden Spinjitzu,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,2,5.53,4.04
njo549,Blizzard Samurai - Ninja Helmet with Trans-Light Blue Horns,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,3.41,2.31
njo550,"Wu Master, Fuzzy Cape",NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,23.5,16.69
njo551,"Cole - Legacy, Sons of Garmadon Robe",NINJAGO,Legacy,2019,1,2.14,1.97
njo552,Pyro Slayer with Neck Bracket,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,4.49,3.27
njo553,Pyro Whipper,NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,3.33,3.38
njo554,Wyplash,NINJAGO,Legacy,2019,2,1.75,1.49
njo555,"Wu Teen (Sensei Wu), White Training Gi",NINJAGO,Hunted,2019,1,16.23,14.32
njo556,"Blizzard Samurai - Armor, Ninja Helmet",NINJAGO,Secrets of the Forbidden Spinjitzu,2019,1,3.29,3.24
njo557,"Zane - Legacy, Sons of Garmadon Robe",NINJAGO,Legacy,2019,1,2.58,2.28
njo558,Scott,NINJAGO,Prime Empire,2020,1,2.7,2.33
njo559,Cole - Avatar Cole,NINJAGO,Prime Empire,2020,1,2.43,2.04
njo560,Nya - Avatar Nya,NINJAGO,Prime Empire,2020,1,2.26,1.9
njo561,Zane - Avatar Pink Zane,NINJAGO,Prime Empire,2020,1,5.97,4.64
njo562,Okino,NINJAGO,Prime Empire,2020,1,3.58,3.16
njo563,"Jay - Digi Jay, Armor Shoulder",NINJAGO,Prime Empire,2020,5,2.49,2.13
njo564,"Richie, Scabbard",NINJAGO,Prime Empire,2020,3,2.33,2.0
njo565,Harumi - Avatar Harumi,NINJAGO,Prime Empire,2020,1,3.88,3.32
njo566,"Red Visor, 404 Torso",NINJAGO,Prime Empire,2020,3,3.05,2.83
njo567,Kai - Avatar Kai,NINJAGO,Prime Empire,2020,1,4.19,3.02
njo568,"Kai - Digi Kai, Armor Shoulder",NINJAGO,Prime Empire,2020,4,3.38,2.55
njo569,Jay - Avatar Jay,NINJAGO,Prime Empire,2020,1,4.63,4.03
njo570,"Lloyd - Digi Lloyd, Armor Shoulder",NINJAGO,Prime Empire,2020,3,3.33,2.7
njo571,Lloyd - Avatar Lloyd,NINJAGO,Prime Empire,2020,1,4.32,3.27
njo572,Unagami,NINJAGO,Prime Empire,2020,2,9.31,7.35
njo573,"Hausner, Scabbard",NINJAGO,Prime Empire,2020,2,2.52,1.96
njo574,"Lloyd - Legacy, Rebooted, Ninjago Logogram 'MANTER' on Torso",NINJAGO,Legacy,2020,2,3.64,2.26
njo574a,"Lloyd - Legacy, Rebooted, 'MASTER' Torso",NINJAGO,Legacy,2020,2,2.33,1.55
njo575,"Cole - Legacy, Rebooted, 'MANTER' Torso",NINJAGO,Legacy,2020,3,2.83,3.78
njo575a,"Cole - Legacy, Rebooted, 'MASTER' Torso",NINJAGO,Legacy,2021,1,2.75,2.45
njo576,"Jay - Legacy, Rebooted, 'MANTER' Torso",NINJAGO,Legacy,2020,1,2.49,2.19
njo576a,"Jay - Legacy, Rebooted, 'MASTER' Torso",NINJAGO,Legacy,2021,2,2.0,1.45
njo577,"Nindroid Warrior, Dual Sided Head - Legacy",NINJAGO,Legacy,2020,2,3.52,2.51
njo578,Hausner,NINJAGO,Prime Empire,2020,1,3.02,2.15
njo579,Cole - Digi Cole,NINJAGO,Prime Empire,2020,1,4.01,2.98
njo580,"Stone Army Scout, Yellow Face, Black Quiver",NINJAGO,Legacy,2020,1,3.76,3.19
njo581,Kozu - Legacy,NINJAGO,Legacy,2020,1,10.5,8.16
njo582,Nindroid - Legacy,NINJAGO,Legacy,2020,5,1.84,1.58
njo583,"Lloyd - Digi Lloyd, Armor Shoulder, Lopsided Grin Further Right",NINJAGO,Prime Empire,2020,1,3.45,2.33
njo584,"Lloyd (Golden Ninja), Right Shoulder Armor, Pearl Gold Head - Legacy",NINJAGO,Legacy,2020,1,8.25,6.17
njo585,Scott with Neck Bracket,NINJAGO,Prime Empire,2020,1,3.16,3.67
njo586,Nya - Digi Nya,NINJAGO,Prime Empire,2020,1,6.9,5.1
njo587,Sushimi,NINJAGO,Prime Empire,2020,1,4.78,4.01
njo588,"Cole - Digi Cole, Scabbard",NINJAGO,Prime Empire,2020,1,5.56,3.59
njo589,Zane (Golden Ninja) - Legacy,NINJAGO,Legacy,2020,1,7.12,6.62
njo590,"Nindroid, Neck Bracket - Legacy",NINJAGO,Legacy,2020,1,2.14,3.45
njo591,"Nindroid Warrior, Single Sided Head - Legacy",NINJAGO,Legacy,2020,1,3.05,2.92
njo592,"Nindroid, Short Legs, Backpack - Legacy",NINJAGO,Legacy,2020,1,3.03,3.13
njo593,Unagami with Trans-Neon Orange Base,NINJAGO,Prime Empire,2020,1,8.68,5.17
njo594,Nya - Sons of Garmadon,NINJAGO,Sons of Garmadon,2018,1,7.85,7.77
njo595,Jay - Merchant Jay,NINJAGO,Prime Empire,2020,1,3.15,1.67
njo596,Lord Garmadon - Legacy,NINJAGO,Legacy,2020,2,2.6,2.98
njo598,"Jay - Legacy, Pearl Dark Gray Shoulder Pad",NINJAGO,Legacy,2020,1,5.04,7.04
njo599,Wu Hero,NINJAGO,Master of the Mountain,2020,1,4.78,4.84
njo600,Gleck,NINJAGO,Master of the Mountain,2020,2,3.88,3.51
njo601,Jay Hero - Clip on Back,NINJAGO,Master of the Mountain,2020,2,2.3,2.08
njo602,Lloyd Hero - Clip on Back,NINJAGO,Master of the Mountain,2020,2,2.46,2.01
njo603,Munce / Murt,NINJAGO,Master of the Mountain,2020,4,3.39,2.7
njo604,Nya Hero - Clip on Back,NINJAGO,Master of the Mountain,2020,3,2.47,2.0
njo605,Kai Hero - Clip on Back,NINJAGO,Master of the Mountain,2020,2,4.4,3.57
njo606,Cole Hero - Clip on Back,NINJAGO,Master of the Mountain,2020,2,3.58,2.72
njo607,Skull Sorcerer,NINJAGO,Master of the Mountain,2020,2,6.26,5.69
njo608,Awaken Warrior,NINJAGO,Master of the Mountain,2020,2,3.89,3.25
njo609,Moe,NINJAGO,Master of the Mountain,2020,1,4.05,3.36
njo610,"Dummy, Practice",NINJAGO,Master of the Mountain,2020,1,2.46,2.38
njo611,Princess Vania,NINJAGO,Master of the Mountain,2020,1,6.18,6.73
njo612,Cole - Spinjitzu Burst,NINJAGO,Master of the Mountain,2020,2,3.84,2.95
njo613,"Kai - Legacy, Pearl Gold Armor Shoulder Pad",NINJAGO,Legacy,2020,4,2.09,1.83
njo614,"Samurai X (Nya) - Legacy, Red Shoulder Pads",NINJAGO,Legacy,2020,1,5.1,4.87
njo615,"Jay - Legacy, Pearl Gold Shoulder Pad",NINJAGO,Legacy,2020,2,3.14,2.8
njo616,"Zane - Legacy, Pearl Gold Armor Shoulder Pad",NINJAGO,Legacy,2020,1,3.5,2.67
njo617,"Lloyd Young, Garmadon - Legacy",NINJAGO,Legacy,2020,1,4.6,3.16
njo618,"Cole - Legacy, Pearl Gold Armor Shoulder Pad",NINJAGO,Legacy,2020,2,3.43,3.05
njo619,Lloyd - Spinjitzu Burst,NINJAGO,Master of the Mountain,2020,2,3.06,2.47
njo620,Kai - Spinjitzu Burst,NINJAGO,Master of the Mountain,2020,1,4.0,2.96
njo621,Ginkle,NINJAGO,Master of the Mountain,2020,2,2.82,2.06
njo622,Zane Hero,NINJAGO,Master of the Mountain,2020,1,4.21,3.38
njo623,"Zane - Secrets of the Forbidden Spinjitzu, Yellow Head",NINJAGO,Secrets of the Forbidden Spinjitzu,2020,1,3.36,2.89
njo624,Skulkin,NINJAGO,Legacy,2020,1,2.41,1.93
njo625,Cole Hero,NINJAGO,Master of the Mountain,2020,1,3.62,2.95
njo626,Zane Hero - Clip on Back,NINJAGO,Master of the Mountain,2020,1,3.09,3.04
njo627,Lloyd - Digi Lloyd,NINJAGO,Prime Empire,2020,1,3.5,2.65
njo628,Kai - Digi Kai,NINJAGO,Prime Empire,2020,1,3.24,2.39
njo629,"Nindroid Warrior, Black Shoulder Pads - Legacy",NINJAGO,Legacy,2020,1,3.72,3.82
njo630,"Kai - Legacy, Rebooted Robe",NINJAGO,Legacy,2020,3,1.99,1.61
njo631,Richie,NINJAGO,Prime Empire,2020,1,2.35,2.21
njo632,Wu Child,NINJAGO,Sons of Garmadon,2018,1,5.12,3.56
njo633,Jay - Digi Jay,NINJAGO,Prime Empire,2020,1,2.75,2.13
njo634,"Jay - Legacy, Pearl Gold Robe",NINJAGO,Legacy,2021,2,10.21,8.44
njo635,"Zane - Legacy, Black Robe",NINJAGO,Legacy,2021,1,4.56,3.8
njo636,Jacob,NINJAGO,Legacy,2021,1,2.58,2.6
njo637,Gravis,NINJAGO,Legacy,2021,1,2.61,2.46
njo638,Bolobo,NINJAGO,Legacy,2021,1,2.74,2.18
njo639,Eyezor,NINJAGO,Legacy,2021,4,1.89,1.72
njo640,"Lloyd (Golden Ninja) - Legacy, Hair",NINJAGO,Legacy,2021,2,4.74,4.32
njo642,Skulkin - Hat,NINJAGO,Legacy,2021,2,2.54,2.19
njo643,"Kai - Legacy, White Shirt",NINJAGO,Legacy,2021,1,2.54,2.16
